"student";"RED"
"008a13042777e1aaca446a68fbc5b3877e6ed232";0.0
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";3.583333333333333
"025e11c5a647be6af45e5040241901ecd65080f3";0.5
"03ca17c101841d13b549bea0ce51f4e0fe320d0c";0.0
"04810dc49618a521e56f3207dc85b34ec4e67375";1.5
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";2.833333333333333
"084446117d0ab708d724abbe76e58340d13dc899";0.0
"0b2b215d3895dc070ff308ca5d5733bb0abda40f";7.125
"0c2eedb86a7888c7defd056d073fc040a338eec3";3.0
"0c51503c95c50eeaf97615b29561f75e0d6d60c3";1.0
"0ca06f2f6d203a8c20ee3d33c95ce3a1c9550356";0.5
"0cec4107a713477189bb82d9d34b81190cb1201b";2.5
"0de822bddc1dd72a3230320f51b10b9f7a509869";2.5
"0e5e2419246434693bfda4a7c0c42bf8f6a75339";0.5
"0e874cd0ec2bac9c0fde37da1d71d9f9c0456023";15.083333333333334
"0ebaaad003868565710d1724cb582f41ed3aa598";0.5
"0f88be4b4d0a31605c539532fce08ed600190170";0.5
"0fc86b6a1afaad8cc203fac7e27c55097c310937";0.0
"107e619e6f2a5a39e729d6ffaa91b43d2be99edf";0.0
"11a155325f353f226a2e2f1ac11eb3aa5351b146";1.8333333333333333
"1390c5e2235f7bf89d0e6af7570654c3fa81a50e";3.75
"139c29eaf2bf6ea4e53e4a9f895ad1199b063548";1.3333333333333333
"15a781a47074cd944066e0eae974606082fc9788";0.5
"15b943b08735673bf26c83a3211e0dcdbe4014e0";10.5
"15c790d885b3c3fbf73e766b09fe14cb31b34d63";0.5
"1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d";0.0
"1655907b46332e9bf59fd3792dffea88f661da4d";2.5
"1697b3ab314a9d0523a560fb62094ecc8b34c55f";3.333333333333333
"16d9298309705bb8ce82f1f11aa45a893548b88a";0.5
"16f05fc1b167b79d431c60e7690dbf8f42a6490b";0.5
"1933eef337e0dad01d6f7dadc966c42abda9d7a5";11.61111111111111
"198314c2ae4294f0607d2c85c1e50817f69c6613";0.5
"199166168078f1058210fb1ed2f424a0fd37b7cf";1.0
"19a941d7bba8f42a286f5249358a6e49d06101cc";2.333333333333333
"1a676b4c17bf88842f0bb342f6a115f5bf3abba9";1.8333333333333333
"1ad9edc00d9ebb99dd584bc7702d51428456e6db";2.0
"1daf3808a0069a2ee28993bb7b4358f05d35d5d4";1.5
"20c9374598da999068e755c6651799d960f81954";1.0
"20ece659e4a299b8be3c7d42aadc6edbdf358d08";0.0
"21dab4c1463f923623b244ac4c19f58c41bc46bc";8.166666666666666
"223e47f9cba0cfb0c1fd36160189bdcdd5fb3ae0";1.0
"24d8a641417c3d9b096f69b4afc2f647c5dc1265";2.0
"250f90922642dce6892783fe11a3cbaf5e917cb1";0.0
"25fe012692240da59936ab2cd702848f6ab41d7f";3.25
"260bb5e515632f23d4a975dca9caff206e84bb87";4.333333333333333
"26455cd1ecb5229a5e1d69f5c4c845da30ed54c9";2.0
"270e0b07846ed7becbdb27ff75dffe53de21d3e0";3.333333333333333
"277a52b85746c8b6ed956104bcc81523056b5633";1.3333333333333333
"2892d3dbc857f6742361415ebd37d0dde3eeb077";2.333333333333333
"2ac9c3d2e2b75c154ab4ea8cc2bad9087497e779";1.8333333333333333
"2adc3e45fc704d8286cf0b39376b823871ed8484";1.8333333333333333
"2c22b20e671dbf5ab6f9c84da21690f72cbed8ef";0.0
"2c590c72ae298d0eb8d06d1eec09a191fb0dd949";0.0
"2d1e7e329d49709107b3cc3a54e79ecd10734d88";1.0
"2d7848bb411c2d1dfe75ddd2c095195b42110776";1.0
"2d8ae2ab222603a73f98853020208a89c7cef84d";0.0
"2e26f875a0ef7b1f5682286d9dd0543997d7c42c";1.0
"2e5d899ce757dacb028d693fd162f019e1d137b9";0.5
"2fcd57e994ce4e99ea705980aa0f47d3307e3ab7";2.6666666666666665
"3041a53686abd2d37493352be2b24a14c40071a8";0.0
"31581b9b01d2fa566b8c69efc227c6bd676e574e";0.0
"343ccf52c9595fbe9cbe44606f9d7903307e24a3";1.0
"347d33b6e5785dc56109485ce720e361d0a4a675";7.611111111111111
"34be5a53134a4e68dae61bf2fac1ba4c91030569";13.25
"36705719323335eb34505b09f49cefde478d0252";1.0
"36e1da1b027e8da8c46ffbb07b0a8d1e7d197a86";0.0
"3822f5f3419d90d1d6abd392e34252539867b977";11.0
"38a2e1976989130b93cd07a1336fb4a7f6d78ccd";1.0
"38da134c1fae87f8777176da8840445f10def983";0.5
"3932b8c4b8eceb9304e1273203288b7344a72e1c";3.0
"39d054a15ed725d77edf691e802c5b3222f42c9f";2.333333333333333
"3d5924dc0067c7236dc1c9317ce16d9c52cd3c14";1.5
"3e11348b68914f93fc74cde47fbcf05cc4b2867d";0.0
"3e153ba5e93176a5402d30722e402771b771bf55";3.2
"406d5a7eb8631d2290294c40711318b956ed54fd";8.416666666666666
"409cbf4bc16c594da820d29c743f14a10e7919f1";5.999999999999999
"4128c27a816942a5871946e8691a7183b59429a9";1.3333333333333333
"42fe0cd21665026551f4802887b10b11b48e883a";9.583333333333332
"432d6f1cb419a77afaef67325d541f506d80cec7";1.0
"43ddbe9de85fe609a1ecc56a76dbcddb0f52d8c1";5.7
"444500e9b1f9ba58a2d0653d8ccdb0cf46debca7";0.0
"4542f79f46c1e57daf32196b082986d08d6addda";2.6666666666666665
"469ce5ae9862c2ae31c75a1404a8b03af40db5ba";0.0
"4a181b8a0daafd8c1c8b971d48fb20139cc2e58e";11.5
"4b8cafbb2f0acbe010290da14340378e9c684d75";5.0
"4be2bd63e16a633b451b15c7c4721b46d35da827";0.0
"4c0e060545d21fcedf84f937c59a97bbc71a69e3";1.0
"4c948f488d593c3e166696d2b6f6347110516450";0.0
"4d304d0fc8d7287703d7e1350a77470f66984e3a";7.4
"4d3e16e24096cd5e30e393ecb9f049662806f603";3.833333333333333
"4e6375572baa7b596e96b115bbff4f03ff44ed9a";4.166666666666666
"4ee624ba618e49234700248189f5f77acf310f5a";0.0
"50a9d11d5eaae9d4ded85ab934739b0729868a9b";0.0
"50fa24df3a840e16ab9aac65494fb39960a78ac3";1.5
"542af3c2f80579d059d762834b7c212e25ee3e33";7.976190476190476
"556833fe62464359391055ea2e18e848d48ad897";3.0
"55c22b2f9d6817c1fe72d44c330abca86d474e26";5.333333333333333
"57ee738221009ddeee88e1636ea1d3cc0e9985c5";1.3333333333333333
"58247ed7f5f7ef58de87e5c75e111bb8c1319e5f";0.5
"585e11bbcd145d378d188bde0220988e63005f64";0.5
"5950ad0df7ed21fc66a3af04ed8cb667e6051a02";1.3333333333333333
"5a88a68dbd6e3787f79323650ab8bc39cd043192";15.666666666666666
"5bd06d8ef939a24e4be9a8a295565db039cfb173";3.1666666666666665
"5be9cd1cda5d6b1980de1fd652ef4229e3eb8577";0.5
"5c687dece2a95d9523cd5a32fc08c4818c0997e3";0.0
"5d62f611d889cb7019dd0fc8cf9ef3b15a83c810";0.0
"5e2ba60bf6ae614bec98f4bde693868ba49a559e";0.5
"5f696a4f439ae9f07efbb9de1a05465fb9a33565";0.0
"61462cc7f58a084c8e51fbd9ba9623cd545132ad";11.916666666666666
"62c9c37ab7a39714cac0dde9affe3bd38751d13a";0.0
"6441d968337ce853fb844b4be2360a7680bd3d3d";2.5
"6507e9a59c7760b7c7d8d0a3a16ba7eeb9e1ba64";4.7
"65fadf52b477dfc365a46cb400d773792dcb3341";0.5
"6605b28f4160ac2ecd5ed4dec5a815d066f309b3";0.0
"6663a4284c794ea4550e61af7191209e73045a86";0.0
"66c9b4c37d28677a10b2259a87fcacfd63dbd9a0";3.5
"67aaf2c30b90ae3ed9eb57c5c86d88bc439f0930";8.25
"683d30cf12add9df08c8250cfd9b8153ff0acd3e";9.833333333333334
"68b0463b34364f614b76a8a97ac7c98b37916506";11.592857142857143
"6923d2c4a9b794f7653cdc3c892b733d71da9af5";0.0
"69b307789e8a056939d00817344cff7b2c6a801f";1.3333333333333333
"69c72846174d65b49ebdd1cb6a25f0e2781d262c";1.0
"6b36b01b915e6699622925a14d422694d6194be0";0.0
"6bb42c027ec626db7c9c78943666e00a0846903a";11.533333333333333
"6bdc06fda22c35736f923f79caf364818c92242a";0.0
"6c461bf548b9c9d93287748945b41d2251965d93";13.125
"6ca0204ff8eea819742c218f58750954f2f2268a";0.0
"6d5aaa9492af40790519b44d5062cc519c34f643";3.583333333333333
"6d763f06e966f577fbcdec420126b548c6e079f3";0.5
"6db5438b3419df449f02fef8ae541ad4c3e972cf";1.3333333333333333
"6e187a8a1e51badcb72f58aa711583db4f2d3393";5.333333333333333
"6e2f133cfae940ff672310c4ff824c7ef8eddf5b";17.25
"6e4e0168083716fe8b485ddb5ddc86d02ebaae6f";0.5
"6fc87d4f53fe81c4bd7a3d4b3c53ac521ba7c6d3";0.0
"713c5dddd704f0ddc8f58ea00009c7aba94363f6";3.2
"713df1cac37576e434673406ef25ccefacf3ae42";1.5
"71fe42a113dd697e5b2febb2d566d6f80d376d03";0.0
"736f3aaa60c9d0eaab53014dd997f5c90600091f";0.0
"737a7201f8108e07db06622a15ebc3a749e50f3e";0.0
"74a099cc415506833fc2b1b731514bd28ac8098f";4.999999999999999
"752ac65f19eb98c6987504a1382f382be9b25d76";1.0
"76d73dd6aeff425bfefdd46f36c07ab5e12bc561";0.0
"76e5bea3c4541fc766a846f0c38cf2039d386777";1.3333333333333333
"774cf3671ebe5091f067b093a88ad67c0d9c1f93";0.0
"782609f05e6b3ee3cc234474e3e072029fc9a9db";1.0
"7898f7da218b0f5200fb859306a3262df425f955";2.75
"7a42f9b84fd3650124336c71bb93e1a69d8185ca";1.8333333333333333
"7a9afe398c11e435a6d7fd72619249adeb381e2f";1.8333333333333333
"7adfe8a8f2ce49fabe8772d2c7d7deca8749b914";0.0
"7b882877d83362844ed860059e5e2274b5e1aa6a";2.25
"7c8aacb1a1b8db047ada8a5e719c07f94ba911c0";0.5
"7d0d034b66e61ddcb7f9c81b42fa9d6c790e2fe1";13.25
"7dec407a0a131855a9137b0e04a6cc5b9cb8af66";0.5
"80ef8b175906556768725249bfe6689efaefc880";0.0
"8104778b1bd1b77512ff9909d781ad3440108d84";0.0
"81db814e40730e5f149c4c26551a6f86ce1b8e64";0.0
"82090777057e5b8418e4c209a20c2928997d24cb";1.0
"8234cafa4dcd18c5bee3c95c4e76811026ea6a53";3.25
"833518764076caa037d114455cff8b00883bb085";6.749999999999999
"842fbda27b35b29ea68ee1c0c3da3bd2be207210";0.0
"86a8bdb0a8c9676a3c2341b787d4c693856791e1";0.0
"89daac6f0b6f67287ebfb791365f69bb3fdaf8e7";0.5
"8b25c7b3a77c29e1c3d4b80e6d0d846ad2d491f1";0.0
"8b6cb46c93fc50f8b057bfafe9cee7e1758aacd1";6.0
"8c1380e65b8b929a2468b924a87169041cf74873";0.0
"8d6e3a4788b876ced6ef6f77912d1ee181b415fc";5.083333333333333
"8e98209674dd7406aa3526a9bd39a7c884c22e15";0.5
"8f44159e06781fa522902f2d7f8f3174706f414e";13.00952380952381
"91c12a36efaa95f40df93c9135741ad002737546";0.0
"91fbcb21c14a7530f2f3ef869853a53622ed7334";0.0
"938b2ca6524c5956664ef117537fc37a8acbec18";0.0
"93e7a80b207ccc4059daf3a1abba11dfa8c6c23c";0.0
"958c9425eca66a75a15a62f0ba018c486934007c";0.5
"9626bfcdcbfdda64ce3a31191ceb88c9f8b52978";0.0
"96445cce79699a39851a184246b06b24c63497ff";1.3333333333333333
"96eef9f178b631ed0e867941742c25f4b9f65da7";0.0
"9736fd16bf30e047b764208a284acb5d921d6bc2";1.3333333333333333
"986b7ca95742aa90d2aeb25dff1d6a22d497659e";2.0
"9896989b45c42b1ac66b11763e914661966205d9";7.611111111111111
"99802559e72cbc82cce3a1f791d612faeeb5e9ef";0.5
"9b6c40db29604939621b861681b84e5cca9d1938";0.5
"9c24a65c462341379b6429283ac93737801f9389";1.0
"9e9976283823c7044a8ba42785855e9e16dc9134";6.333333333333333
"9f96ba0c0123a5b84d857f849a02a083a2fbba6b";0.5
"a0c979eb2ed3dd7ed0809650ab784850de9afadc";7.283333333333333
"a0cef07197a2d3435d6f57d5e90ea32e0e18d44e";0.0
"a10b795c0a8f5add8833833866721769c75aa371";3.6666666666666665
"a2ed97ccae0bb30d89307c34d163ec2761a8eacd";8.416666666666666
"a301279665527c8fa4add8ad5a7d04c50fc2ea12";1.3333333333333333
"a4e9bd7a39a4a3fa3ba6fa3d9fcc4226d3d63a46";0.0
"a89be8df0626f0b9957032dd58fdeab74412a8b5";8.166666666666666
"a96f6211648f9ecbd94850e4271c8cfe29f7ddfb";0.0
"ac39e2fbeae46c23551eb54e9ffe6735af6ebbac";4.0
"ad32cd8b3114fa67f291bfe5cac9bd96401fdb0d";0.5
"af8848d505a376b4e59386d65856ccdd1ddf1afd";0.5
"b0562a7e84830696ceb1f739f48ce79230064a56";5.0
"b153914f2e02d75d24451557bd564a3fac4473ae";0.0
"b39d544b1afbe0322c1ceb413137cd994e42fd7c";0.0
"b4821e2a765f1e58c10bfb4aa61c636dd21fae1a";6.976190476190476
"b5cd0e6c19a855f779db1522e8aae08c8e5bef43";0.0
"b5e0812e60445d3fe7535f892e0b7735479b52fc";0.0
"b6ebdf3e5f0e4bbfda909dac06134289016c7359";0.0
"b736d508e99ced70c414fb27044a0f8eef9cf0fc";1.3333333333333333
"b73f677e519a4bf4d446832eb58b3f0a04112b43";1.3333333333333333
"b86d77222bb623cd350b6ffd4406591ce46dbbac";1.5
"b8dd4bb13b8b9d3dacaf062bc30800dbdccecf4b";0.5
"b99245183799dac29608c895bd5481a4f83d71d6";0.0
"b9c2d0d2342a353dad6ddd8bb452466719b8f726";1.0
"ba15266164841b505d1d1ae06d5932e085308ec2";5.083333333333333
"ba3b42be44a09ab0db64b811784be57512ecf985";1.0
"ba5871e0c8d519c35c818eb8cee94c7f49e7eaa4";7.733333333333333
"bce6c9a25c13892e6af4da6592b09ab5a90e5515";0.0
"bcecca23914ff5e3b78d6f043dac4e641bf1592e";0.0
"c090aea6396949a3e236f180d10c0a6d2c0830c2";1.0
"c0c9189b7b9396f01b6da23677de6c1f2ca8bba7";0.0
"c1c1f0a1fe3eee55891c2f5d9a921e0c0d7e1005";0.0
"c2602bcc459c63ef5986cba9d78253119f74c567";0.0
"c2a32a9dd1f7c70f0249589f590c01385948a7b4";2.25
"c3fc16e36541476612e0bb0f315be56cc89f2256";0.5
"c42a26e12767fd486062cdf3ac84420acbc71766";0.0
"c4655f02078e14a8504b692a8f7f62e3571ff38f";1.3333333333333333
"c7aadf4912f25ac6317e98926d87a85c772adc2d";0.0
"c7daed73009c0d31a410be0d1212d298cf9b7f92";0.5
"c8644b4cd562816bcc1a3c5dd236ec0d1a178ee1";2.0
"caf15d25f4ffc5852c73026246492a2fa5a850e2";2.75
"ccc40dc59deb20f9d2aa162f32a897042c6ff8a1";2.333333333333333
"ce42cdf26990c18f000612e72044b1c5ec54213f";1.3333333333333333
"ce441af47af87f111d102b2233f3d9a5072e1add";1.0
"d095c107bc365afe22ee3154484d4eb12440aa56";6.5
"d148af6f7dbcd9232375295c6a1cd1b08e885dd5";0.0
"d22db1196fa0ac6d2dcc909f62b7cc18b7780057";7.033333333333333
"d3a589e84b30e55239a8008d6282b647a1e62e92";5.916666666666666
"d4389a01a42868ac533884b4b8b94af7a65121a6";16.72222222222222
"d5cc740e95c44f2dbaeae9e413a3837747409278";1.3333333333333333
"d63d4cb3004981a57f0f8aa89708bb414a06f23e";0.0
"d66d29ea031cc5b849475d74a16fba15e284c0b1";1.5
"d6dc01b3eb6b54a9638fd12260fb20e169d5da66";0.0
"d6e9814a3868b71061aca4eae8273d857b125994";0.0
"d7e4aad81a2fc6223695a9c7081657d7dd2e43f6";0.0
"d855caf029466d356572dd2ba8ccdebee0e2227e";18.233766233766236
"d9b3baf435d965814c522937027386a1189b3e8a";0.0
"dbb408c67891886f49ae26493267e9a783688783";9.283333333333333
"dcab3e620c9948eb5e4c97ce51d2d1c15f305ea7";1.0
"dd20af6b99a464700a9fd8bf822fdfc87349b86e";0.0
"de33cbea046c82f21788506f3ed0fa57fa2d7234";2.0
"de363e10e402f868d57db34f57576b700edc7c2b";0.0
"dec8062b7eab8a96c95b9d4fedbd62dce2e25925";9.25
"e0d84997d15e10bdfe98baff903bde2d78d26773";1.0
"e136194611ec53c12b1a683367697ae6bbbc25a9";0.0
"e1b5834a6e396f55d9255e1f9f33f66d3a4b6a0f";2.25
"e1d16243d685d6f154eb089648fc32c3e17a4386";1.0
"e2b0a9571c6fef418621bf040dca3da8c5362a21";0.0
"e3f6726c87109c172bf57544bda8ab40e32822be";2.0
"e5cdcd71dda149bde72346d66d3caf28024f99ea";0.0
"e761b3497fcd3266080b6cfa1e7ec2eeda61b25e";1.0
"e96d3fb323ad61d729908a2127e163ff6dda2443";1.0
"ea75f49943d3ecd813163f096f0f21ccbd4ef8c9";1.5
"ebc37c14dc0482e6748865ab0d58358e89be63a2";8.75
"ec1f4b6abfb302c4fb6d6d8e0d98134f7da23aa9";5.0
"ec3575e0aaf86406ac4a84bb5d0049cbed28c421";0.5
"f287bc03f1da354760d06ae72a386f51451e0278";8.342857142857143
"f28c6e1a9bf60d3ba776d6be18bb5dcc3d2d91da";0.5
"f2bb2b3fe03f459960fc0f061ca7251557340fd5";4.166666666666667
"f4a70b94c0f0672dc6493d156518ae25c3976a06";0.5
"f585fa117b6526204820e0b1eb2a80d27b8592f5";0.0
"f6a45f0aa04a8d131333739859a926bcbc8a12a9";6.166666666666667
"f724564ebbaf4cbfa45bbb21a883b9b4e33108ed";2.833333333333333
"f789e70e136b898f3580af7fe3fc63c5b741991b";2.333333333333333
"f904cf4af455a40289408485efcc117e1a9b60ad";0.0
"f9b3517060098c41fc220990ba51263fa76c34c5";0.0
"f9bca1aec5accded1070638cdde237bb8c81c301";2.75
"f9fbdcf24195ad559c966a8f75610043b7cdf377";7.392857142857143
"fb73ea9cf4691e35b05bfd0192b1ba7f0d2dbc8f";0.0
"fe2e08430cd89089761b57c837a57065a1f7c07f";1.0
"fee49cbc8cf946fadb723614b8caafb24a1c6d48";5.166666666666666
"feed1621d6e46f3100522dadfbb9ecec17fe8ba4";1.0
"ff126a7ee3f7c8a16ba56d69ae9ae61028597309";0.0
"ff3a194928159b2440a0a89750ae23fbf55f279c";10.499999999999998
