HASHID,Grade
ccc40dc59deb20f9d2aa162f32a897042c6ff8a1,0.936360568
0ebaaad003868565710d1724cb582f41ed3aa598,0.968321796
6e2f133cfae940ff672310c4ff824c7ef8eddf5b,0.826936584
c1c1f0a1fe3eee55891c2f5d9a921e0c0d7e1005,0.991151932
1697b3ab314a9d0523a560fb62094ecc8b34c55f,0.885839943
3822f5f3419d90d1d6abd392e34252539867b977,0.950076856
76e5bea3c4541fc766a846f0c38cf2039d386777,0.912885988
2c590c72ae298d0eb8d06d1eec09a191fb0dd949,0.944370465
9f96ba0c0123a5b84d857f849a02a083a2fbba6b,0.911053279
f0d807d1c94e746677fa7cce0b44b5f6534646bf,0.023809524
199166168078f1058210fb1ed2f424a0fd37b7cf,0.94803697
4bd4ddb37919a922702876e6b4117164cebbd9c3,0.196683571
9736fd16bf30e047b764208a284acb5d921d6bc2,0.824118192
2ac9c3d2e2b75c154ab4ea8cc2bad9087497e779,0.979427159
7898f7da218b0f5200fb859306a3262df425f955,0.975884205
19a941d7bba8f42a286f5249358a6e49d06101cc,0.735041705
d22db1196fa0ac6d2dcc909f62b7cc18b7780057,0.918604698
4542f79f46c1e57daf32196b082986d08d6addda,0.839793753
20ece659e4a299b8be3c7d42aadc6edbdf358d08,0.960462045
1933eef337e0dad01d6f7dadc966c42abda9d7a5,0.95800125
2d1e7e329d49709107b3cc3a54e79ecd10734d88,0.882329039
5c687dece2a95d9523cd5a32fc08c4818c0997e3,0.849777321
dd20af6b99a464700a9fd8bf822fdfc87349b86e,0.926962922
caf15d25f4ffc5852c73026246492a2fa5a850e2,0.972328523
0c2eedb86a7888c7defd056d073fc040a338eec3,0.798125413
223e47f9cba0cfb0c1fd36160189bdcdd5fb3ae0,0.974686136
dcab3e620c9948eb5e4c97ce51d2d1c15f305ea7,0.931575341
dbb408c67891886f49ae26493267e9a783688783,0.980059482
b86d77222bb623cd350b6ffd4406591ce46dbbac,0.661693635
713df1cac37576e434673406ef25ccefacf3ae42,0.966073295
a0cef07197a2d3435d6f57d5e90ea32e0e18d44e,0.48028208
4128c27a816942a5871946e8691a7183b59429a9,0.93746362
dadba0a4bc6afcbfc73b34c2aceff30b037b8901,0.230080452
1b36a93c5733420b1086dbf81bc1e2af6678e411,0.235794345
556833fe62464359391055ea2e18e848d48ad897,0.524700484
f9b3517060098c41fc220990ba51263fa76c34c5,0.979114545
7a42f9b84fd3650124336c71bb93e1a69d8185ca,0.956288515
8104778b1bd1b77512ff9909d781ad3440108d84,0.604550754
74a099cc415506833fc2b1b731514bd28ac8098f,0.591062706
0fc86b6a1afaad8cc203fac7e27c55097c310937,0.911001759
ff3a194928159b2440a0a89750ae23fbf55f279c,0.727014662
7c8aacb1a1b8db047ada8a5e719c07f94ba911c0,0.975305114
ba5871e0c8d519c35c818eb8cee94c7f49e7eaa4,0.938415909
b9c2d0d2342a353dad6ddd8bb452466719b8f726,0.869933506
1ad9edc00d9ebb99dd584bc7702d51428456e6db,0.790095231
2adc3e45fc704d8286cf0b39376b823871ed8484,0.975186818
8d6e3a4788b876ced6ef6f77912d1ee181b415fc,0.82662509
7dec407a0a131855a9137b0e04a6cc5b9cb8af66,0.957093085
dec8062b7eab8a96c95b9d4fedbd62dce2e25925,0.924525966
82090777057e5b8418e4c209a20c2928997d24cb,0.973306364
7adfe8a8f2ce49fabe8772d2c7d7deca8749b914,0.948494318
ade33521e7d76a3811bb51f5b3a319d05e6e6ef7,0.214960952
c090aea6396949a3e236f180d10c0a6d2c0830c2,0.843191089
f28c6e1a9bf60d3ba776d6be18bb5dcc3d2d91da,0.809360822
b6ebdf3e5f0e4bbfda909dac06134289016c7359,0.966488182
d6dc01b3eb6b54a9638fd12260fb20e169d5da66,0.981230341
21dab4c1463f923623b244ac4c19f58c41bc46bc,0.983510568
c8644b4cd562816bcc1a3c5dd236ec0d1a178ee1,0.891491307
96eef9f178b631ed0e867941742c25f4b9f65da7,0.741277542
e2b0a9571c6fef418621bf040dca3da8c5362a21,0.990031136
76d73dd6aeff425bfefdd46f36c07ab5e12bc561,0.961329068
ce441af47af87f111d102b2233f3d9a5072e1add,0.980062273
91fbcb21c14a7530f2f3ef869853a53622ed7334,0.961489015
0c51503c95c50eeaf97615b29561f75e0d6d60c3,0.948440455
0ca06f2f6d203a8c20ee3d33c95ce3a1c9550356,0.950975438
e136194611ec53c12b1a683367697ae6bbbc25a9,0.97160789
6d763f06e966f577fbcdec420126b548c6e079f3,0.930543166
713c5dddd704f0ddc8f58ea00009c7aba94363f6,0.934991591
4be2bd63e16a633b451b15c7c4721b46d35da827,0.716909643
e1b5834a6e396f55d9255e1f9f33f66d3a4b6a0f,0.981637614
81db814e40730e5f149c4c26551a6f86ce1b8e64,0.958262311
99802559e72cbc82cce3a1f791d612faeeb5e9ef,0.957335
6b36b01b915e6699622925a14d422694d6194be0,0.938612045
f2bb2b3fe03f459960fc0f061ca7251557340fd5,0.909428571
ce42cdf26990c18f000612e72044b1c5ec54213f,0.947375049
0f88be4b4d0a31605c539532fce08ed600190170,0.961332273
de363e10e402f868d57db34f57576b700edc7c2b,0.966106629
a10b795c0a8f5add8833833866721769c75aa371,0.971379659
3041a53686abd2d37493352be2b24a14c40071a8,0.980646063
782609f05e6b3ee3cc234474e3e072029fc9a9db,0.981576753
d855caf029466d356572dd2ba8ccdebee0e2227e,0.912165114
6507e9a59c7760b7c7d8d0a3a16ba7eeb9e1ba64,0.974427159
66c9b4c37d28677a10b2259a87fcacfd63dbd9a0,0.977265273
2d8ae2ab222603a73f98853020208a89c7cef84d,0.994452045
938b2ca6524c5956664ef117537fc37a8acbec18,0.950271061
fb73ea9cf4691e35b05bfd0192b1ba7f0d2dbc8f,0.912768155
6144b2ccc7cad06963c6033a19657dd7e935b237,0.294618477
6d5aaa9492af40790519b44d5062cc519c34f643,0.797243196
1f6649cfa736c67eb2271da4a3afea2c55db34e6,0.169884256
008a13042777e1aaca446a68fbc5b3877e6ed232,0.989094034
b5e0812e60445d3fe7535f892e0b7735479b52fc,0.893175574
6fc87d4f53fe81c4bd7a3d4b3c53ac521ba7c6d3,0.948908003
d66d29ea031cc5b849475d74a16fba15e284c0b1,0.920854231
2d7848bb411c2d1dfe75ddd2c095195b42110776,0.960149318
67aaf2c30b90ae3ed9eb57c5c86d88bc439f0930,0.802959733
9626bfcdcbfdda64ce3a31191ceb88c9f8b52978,0.988181818
752ac65f19eb98c6987504a1382f382be9b25d76,0.937189016
34be5a53134a4e68dae61bf2fac1ba4c91030569,0.851601337
3e11348b68914f93fc74cde47fbcf05cc4b2867d,0.920288431
e3f6726c87109c172bf57544bda8ab40e32822be,0.778368921
a8b23ae46c5e1054e878c347171f4a0beae41780,0.040714286
69b307789e8a056939d00817344cff7b2c6a801f,0.917193461
3d5924dc0067c7236dc1c9317ce16d9c52cd3c14,0.894650114
6e4e0168083716fe8b485ddb5ddc86d02ebaae6f,0.93178293
ea75f49943d3ecd813163f096f0f21ccbd4ef8c9,0.923628856
ec1f4b6abfb302c4fb6d6d8e0d98134f7da23aa9,0.657586457
04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795,0.926574716
8f44159e06781fa522902f2d7f8f3174706f414e,0.790354894
6605b28f4160ac2ecd5ed4dec5a815d066f309b3,0.952240584
6ca0204ff8eea819742c218f58750954f2f2268a,0.960876477
1daf3808a0069a2ee28993bb7b4358f05d35d5d4,0.866514069
06467b2648c30d4d11aa67b8728256be67992c34,0.047619048
6663a4284c794ea4550e61af7191209e73045a86,0.979218117
16f05fc1b167b79d431c60e7690dbf8f42a6490b,0.623406007
50a9d11d5eaae9d4ded85ab934739b0729868a9b,0.841747711
7b882877d83362844ed860059e5e2274b5e1aa6a,0.947428295
63f4115bbb9423cfd4cbababe99e05ccf5cce205,0.231414226
b39d544b1afbe0322c1ceb413137cd994e42fd7c,0.991637614
f4a70b94c0f0672dc6493d156518ae25c3976a06,0.989514318
774cf3671ebe5091f067b093a88ad67c0d9c1f93,0.720715693
0b2b215d3895dc070ff308ca5d5733bb0abda40f,0.935859318
406d5a7eb8631d2290294c40711318b956ed54fd,0.725862314
025e11c5a647be6af45e5040241901ecd65080f3,0.963840455
b736d508e99ced70c414fb27044a0f8eef9cf0fc,0.866661688
f9fbdcf24195ad559c966a8f75610043b7cdf377,0.86586485
5f696a4f439ae9f07efbb9de1a05465fb9a33565,0.949336761
96445cce79699a39851a184246b06b24c63497ff,0.976151932
15c790d885b3c3fbf73e766b09fe14cb31b34d63,0.861292316
de33cbea046c82f21788506f3ed0fa57fa2d7234,0.868872223
93e7a80b207ccc4059daf3a1abba11dfa8c6c23c,0.977680432
0e5e2419246434693bfda4a7c0c42bf8f6a75339,0.952182311
af8848d505a376b4e59386d65856ccdd1ddf1afd,0.994090909
347d33b6e5785dc56109485ce720e361d0a4a675,0.706494206
4b1bdce4f691e61e6694450ed8852dd984473389,0.411953306
fe2e08430cd89089761b57c837a57065a1f7c07f,0.978422992
65fadf52b477dfc365a46cb400d773792dcb3341,0.877335752
2e5d899ce757dacb028d693fd162f019e1d137b9,0.709215183
c7aadf4912f25ac6317e98926d87a85c772adc2d,0.574265708
d3a589e84b30e55239a8008d6282b647a1e62e92,0.681461682
68b0463b34364f614b76a8a97ac7c98b37916506,0.781969681
d5cc740e95c44f2dbaeae9e413a3837747409278,0.968181564
444500e9b1f9ba58a2d0653d8ccdb0cf46debca7,0.977768443
b8dd4bb13b8b9d3dacaf062bc30800dbdccecf4b,0.980971364
a4e9bd7a39a4a3fa3ba6fa3d9fcc4226d3d63a46,0.76881863
469ce5ae9862c2ae31c75a1404a8b03af40db5ba,0.980810682
2e26f875a0ef7b1f5682286d9dd0543997d7c42c,0.987608977
d148af6f7dbcd9232375295c6a1cd1b08e885dd5,0.682742476
8b25c7b3a77c29e1c3d4b80e6d0d846ad2d491f1,0.938953609
62c9c37ab7a39714cac0dde9affe3bd38751d13a,0.974114432
b0562a7e84830696ceb1f739f48ce79230064a56,0.901650683
5bd06d8ef939a24e4be9a8a295565db039cfb173,0.829955126
27f00efeac6eafc4281f76529fd10d11c1827f52,0.210016905
270e0b07846ed7becbdb27ff75dffe53de21d3e0,0.930510114
15b943b08735673bf26c83a3211e0dcdbe4014e0,0.744311719
343ccf52c9595fbe9cbe44606f9d7903307e24a3,0.933730973
c061d1f68b6b074424d6fdebae21d15b25686750,0.282215208
198314c2ae4294f0607d2c85c1e50817f69c6613,0.956113561
26455cd1ecb5229a5e1d69f5c4c845da30ed54c9,0.942512744
24d8a641417c3d9b096f69b4afc2f647c5dc1265,0.977499318
2c22b20e671dbf5ab6f9c84da21690f72cbed8ef,0.943692386
683d30cf12add9df08c8250cfd9b8153ff0acd3e,0.823538417
ba3b42be44a09ab0db64b811784be57512ecf985,0.950128182
1a676b4c17bf88842f0bb342f6a115f5bf3abba9,0.955158344
fee49cbc8cf946fadb723614b8caafb24a1c6d48,0.963027386
250f90922642dce6892783fe11a3cbaf5e917cb1,0.979227841
5be9cd1cda5d6b1980de1fd652ef4229e3eb8577,0.961643864
5e2ba60bf6ae614bec98f4bde693868ba49a559e,0.911285022
c2a32a9dd1f7c70f0249589f590c01385948a7b4,0.93230664
66e8f980b419372422e7a90d1913393cfbc8808a,0.262506548
39f90f24f85a2f93c9d839d03aba91f924f421b8,0.162444865
f789e70e136b898f3580af7fe3fc63c5b741991b,0.941556964
e96d3fb323ad61d729908a2127e163ff6dda2443,0.956930852
542af3c2f80579d059d762834b7c212e25ee3e33,0.916016023
86a8bdb0a8c9676a3c2341b787d4c693856791e1,0.993424659
b153914f2e02d75d24451557bd564a3fac4473ae,0.779876566
71fe42a113dd697e5b2febb2d566d6f80d376d03,0.936607776
6e187a8a1e51badcb72f58aa711583db4f2d3393,0.782054016
2fcd57e994ce4e99ea705980aa0f47d3307e3ab7,0.938868125
5d62f611d889cb7019dd0fc8cf9ef3b15a83c810,0.680617538
e761b3497fcd3266080b6cfa1e7ec2eeda61b25e,0.769394437
0cec4107a713477189bb82d9d34b81190cb1201b,0.901966364
f9bca1aec5accded1070638cdde237bb8c81c301,0.932192748
d6e9814a3868b71061aca4eae8273d857b125994,0.961449058
f724564ebbaf4cbfa45bbb21a883b9b4e33108ed,0.915541611
a0c979eb2ed3dd7ed0809650ab784850de9afadc,0.74379477
0de822bddc1dd72a3230320f51b10b9f7a509869,0.731026994
f585fa117b6526204820e0b1eb2a80d27b8592f5,0.927869968
4c948f488d593c3e166696d2b6f6347110516450,0.929519318
a89be8df0626f0b9957032dd58fdeab74412a8b5,0.946905262
0e874cd0ec2bac9c0fde37da1d71d9f9c0456023,0.839124014
585e11bbcd145d378d188bde0220988e63005f64,0.922730326
3064ded73b27ebf4e4be83f9940854d520b6d6a9,0.956292045
80ef8b175906556768725249bfe6689efaefc880,0.692086978
6923d2c4a9b794f7653cdc3c892b733d71da9af5,0.952905341
c3fc16e36541476612e0bb0f315be56cc89f2256,0.730033169
7d0d034b66e61ddcb7f9c81b42fa9d6c790e2fe1,0.948106234
b5cd0e6c19a855f779db1522e8aae08c8e5bef43,0.971080341
1655907b46332e9bf59fd3792dffea88f661da4d,0.877437256
8c1380e65b8b929a2468b924a87169041cf74873,0.966171065
57ee738221009ddeee88e1636ea1d3cc0e9985c5,0.759443525
f287bc03f1da354760d06ae72a386f51451e0278,0.933144279
7a9afe398c11e435a6d7fd72619249adeb381e2f,0.980367294
833518764076caa037d114455cff8b00883bb085,0.85747125
36e1da1b027e8da8c46ffbb07b0a8d1e7d197a86,0.683358122
25fe012692240da59936ab2cd702848f6ab41d7f,0.958535199
66185f6c983513b8b2b899e1e3b09e33aa9c8d97,#NAME?
d4389a01a42868ac533884b4b8b94af7a65121a6,0.822677154
ac39e2fbeae46c23551eb54e9ffe6735af6ebbac,0.968430909
f6a45f0aa04a8d131333739859a926bcbc8a12a9,0.782565666
432d6f1cb419a77afaef67325d541f506d80cec7,0.969486818
50fa24df3a840e16ab9aac65494fb39960a78ac3,0.961800682
a96f6211648f9ecbd94850e4271c8cfe29f7ddfb,0.912020741
69c72846174d65b49ebdd1cb6a25f0e2781d262c,0.948344182
a2ed97ccae0bb30d89307c34d163ec2761a8eacd,0.693287468
03ca17c101841d13b549bea0ce51f4e0fe320d0c,0.996301364
842fbda27b35b29ea68ee1c0c3da3bd2be207210,0.977804432
107e619e6f2a5a39e729d6ffaa91b43d2be99edf,0.933065492
6441d968337ce853fb844b4be2360a7680bd3d3d,0.96819764
89daac6f0b6f67287ebfb791365f69bb3fdaf8e7,0.711728102
c2602bcc459c63ef5986cba9d78253119f74c567,0.986363636
4a181b8a0daafd8c1c8b971d48fb20139cc2e58e,0.946980114
9e9976283823c7044a8ba42785855e9e16dc9134,0.901225663
e0d84997d15e10bdfe98baff903bde2d78d26773,0.770302217
04810dc49618a521e56f3207dc85b34ec4e67375,0.939489432
986b7ca95742aa90d2aeb25dff1d6a22d497659e,0.950865106
3e153ba5e93176a5402d30722e402771b771bf55,0.968094659
4c0e060545d21fcedf84f937c59a97bbc71a69e3,0.959824177
2892d3dbc857f6742361415ebd37d0dde3eeb077,0.941485057
6db5438b3419df449f02fef8ae541ad4c3e972cf,0.899227492
c0c9189b7b9396f01b6da23677de6c1f2ca8bba7,0.954027386
5950ad0df7ed21fc66a3af04ed8cb667e6051a02,0.956612532
3932b8c4b8eceb9304e1273203288b7344a72e1c,0.960002338
d095c107bc365afe22ee3154484d4eb12440aa56,0.869245341
6bdc06fda22c35736f923f79caf364818c92242a,0.673932465
55c22b2f9d6817c1fe72d44c330abca86d474e26,0.898397273
c59765dbf72a19a26a730a0dee227a097a1abbca,0.74403039
737a7201f8108e07db06622a15ebc3a749e50f3e,0.763438375
d7e4aad81a2fc6223695a9c7081657d7dd2e43f6,0.929619765
ec3575e0aaf86406ac4a84bb5d0049cbed28c421,0.946880455
4ee624ba618e49234700248189f5f77acf310f5a,0.986767484
6c461bf548b9c9d93287748945b41d2251965d93,0.69960748
958c9425eca66a75a15a62f0ba018c486934007c,0.950555341
409cbf4bc16c594da820d29c743f14a10e7919f1,0.934861818
4b8cafbb2f0acbe010290da14340378e9c684d75,0.924077841
d9b3baf435d965814c522937027386a1189b3e8a,0.889414545
ba15266164841b505d1d1ae06d5932e085308ec2,0.938677165
38da134c1fae87f8777176da8840445f10def983,0.967938977
58247ed7f5f7ef58de87e5c75e111bb8c1319e5f,0.97820108
61462cc7f58a084c8e51fbd9ba9623cd545132ad,0.944445682
4e6375572baa7b596e96b115bbff4f03ff44ed9a,0.974286364
e5cdcd71dda149bde72346d66d3caf28024f99ea,0.981457045
4d3e16e24096cd5e30e393ecb9f049662806f603,0.804280763
c4655f02078e14a8504b692a8f7f62e3571ff38f,0.921937727
084446117d0ab708d724abbe76e58340d13dc899,0.867426006
d63d4cb3004981a57f0f8aa89708bb414a06f23e,0.967173068
ebc37c14dc0482e6748865ab0d58358e89be63a2,0.937001667
bce6c9a25c13892e6af4da6592b09ab5a90e5515,0.936214205
43ddbe9de85fe609a1ecc56a76dbcddb0f52d8c1,0.980828182
6bb42c027ec626db7c9c78943666e00a0846903a,0.944008847
8b6cb46c93fc50f8b057bfafe9cee7e1758aacd1,0.983003912
11a155325f353f226a2e2f1ac11eb3aa5351b146,0.896348523
c1628523a89e117f0d7a76d14a1620df270e8677,0.723420511
b4821e2a765f1e58c10bfb4aa61c636dd21fae1a,0.767467435
c42a26e12767fd486062cdf3ac84420acbc71766,0.958110795
42fe0cd21665026551f4802887b10b11b48e883a,0.976818182
bcecca23914ff5e3b78d6f043dac4e641bf1592e,0.806601811
ff126a7ee3f7c8a16ba56d69ae9ae61028597309,0.897901737
8234cafa4dcd18c5bee3c95c4e76811026ea6a53,0.921370688
1390c5e2235f7bf89d0e6af7570654c3fa81a50e,0.798065476
39d054a15ed725d77edf691e802c5b3222f42c9f,0.810385
5a88a68dbd6e3787f79323650ab8bc39cd043192,0.77947583
0106f488719b5b6dec8020fdf6c9e2e6d2059227,0.931381648
9896989b45c42b1ac66b11763e914661966205d9,0.918850568
b73f677e519a4bf4d446832eb58b3f0a04112b43,0.866188864
260bb5e515632f23d4a975dca9caff206e84bb87,0.969128295
e1d16243d685d6f154eb089648fc32c3e17a4386,0.906383949
15a781a47074cd944066e0eae974606082fc9788,0.977709654
9c24a65c462341379b6429283ac93737801f9389,0.938198799
4d304d0fc8d7287703d7e1350a77470f66984e3a,0.812081185
c7daed73009c0d31a410be0d1212d298cf9b7f92,0.968486932
8e98209674dd7406aa3526a9bd39a7c884c22e15,0.890029264
a89caf8c7abe4da1a5f1ff069ce7e210c9a54df4,0.189916434
91c12a36efaa95f40df93c9135741ad002737546,0.954371136
20c9374598da999068e755c6651799d960f81954,0.976544091
a301279665527c8fa4add8ad5a7d04c50fc2ea12,0.94963875
b99245183799dac29608c895bd5481a4f83d71d6,0.94699
139c29eaf2bf6ea4e53e4a9f895ad1199b063548,0.916111307
277a52b85746c8b6ed956104bcc81523056b5633,0.920692411
38a2e1976989130b93cd07a1336fb4a7f6d78ccd,0.949638864
736f3aaa60c9d0eaab53014dd997f5c90600091f,0.92168767
31581b9b01d2fa566b8c69efc227c6bd676e574e,0.92634756
ad32cd8b3114fa67f291bfe5cac9bd96401fdb0d,0.956857652
16d9298309705bb8ce82f1f11aa45a893548b88a,0.949881867
36705719323335eb34505b09f49cefde478d0252,0.958156932
feed1621d6e46f3100522dadfbb9ecec17fe8ba4,0.941509481
f904cf4af455a40289408485efcc117e1a9b60ad,0.803266564
8982c55fca7a590586986a5acd7817979b1c7bb6,0.268309613
9b6c40db29604939621b861681b84e5cca9d1938,0.9572575
1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d,0.976914716